Inference Time,Transmission Time,Total Time,Inference Speed
2.457934856414795,2.7328715324401855,5.1908063888549805,110.77276957094078
0.6124067306518555,0.6045815944671631,1.2169883251190186,171.73541905552815
0.88966965675354,0.8181750774383545,1.7078447341918945,175.65999648202904
2.449493885040283,0.971623420715332,3.4211173057556152,187.9502929987903
0.5424642562866211,1.9214344024658203,2.4638986587524414,93.34799513079693
2.463350772857666,2.8345563411712646,5.297907114028931,101.54953426332611
2.2446670532226562,0.6231722831726074,2.8678393363952637,192.8280963936754
1.2868843078613281,2.527575969696045,3.814460277557373,93.85338264139659
2.0236268043518066,3.370821952819824,5.394448757171631,83.6044645711797
1.1475272178649902,2.246857166290283,3.3943843841552734,84.8460184251265
0.3966968059539795,2.1004652976989746,2.497162103652954,63.67227813020552
2.4701709747314453,2.441586494445801,4.911757469177246,92.2276807930178
1.774660348892212,2.1113834381103516,3.8860437870025635,107.04974591160611
2.452626943588257,2.4089839458465576,4.8616108894348145,134.5233123081207
0.5109360218048096,0.29984331130981445,0.810779333114624,196.1076133862447
1.4266140460968018,1.8267087936401367,3.2533228397369385,110.65609462512161
1.9328486919403076,3.944689989089966,5.877538681030273,87.62171173150419
1.1079258918762207,3.0408148765563965,4.148740768432617,59.7771742903314
0.559821367263794,1.9732179641723633,2.5330393314361572,82.90435817312647
2.4588093757629395,3.4172258377075195,5.876035213470459,108.23624721342856
0.5136291980743408,3.42053484916687,3.934164047241211,37.110806322980075
2.4594717025756836,0.1360945701599121,2.5955662727355957,226.54016049464138
0.6553890705108643,2.2279391288757324,2.8833281993865967,56.185071139131544
2.468501567840576,2.1108498573303223,4.579351425170898,127.96571950756778
0.29889369010925293,1.6193714141845703,1.9182651042938232,62.55652554560542
2.4491348266601562,0.039511680603027344,2.4886465072631836,227.83468778920383
2.1293437480926514,0.31720757484436035,2.4465513229370117,234.20722656744869
2.24885892868042,1.5576224327087402,3.80648136138916,136.34639204186016
1.209455966949463,3.633084535598755,4.842540502548218,70.4175834606981
2.450899600982666,1.8278162479400635,4.2787158489227295,133.217540057845
2.4637303352355957,0.7195427417755127,3.1832730770111084,203.5640626246338
1.72965669631958,3.8209152221679688,5.550571918487549,80.35208020897576
2.449429750442505,1.9293298721313477,4.3787596225738525,142.96286025219962
0.4909062385559082,3.8385252952575684,4.329431533813477,36.4943985754244
2.463972568511963,3.3566296100616455,5.820602178573608,106.86179555264276
1.0738391876220703,0.19117355346679688,1.2650127410888672,259.28592601974276
