"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1]"
"[1, 1, 1, 1, 1, 1, 1, 1]"
"[1, 1, 1, 1, 1, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21]"
"[31, 31, 31, 31, 31, 31, 31, 31]"
"[31, 31, 31, 31, 31, 31, 31]"
"[31, 31, 31, 31, 31, 33, 33, 33]"
"[33, 33, 33, 33, 33, 33, 33, 33]"
"[33, 33, 33, 33, 33, 33, 33]"
"[33, 26, 26, 26, 26, 26, 26, 26]"
"[26, 26, 26, 26, 26, 26, 26]"
"[26, 26, 26, 26, 26, 26, 39, 39]"
"[39, 39, 39, 39, 39, 39, 39, 39]"
"[39, 39, 39, 39, 39, 39, 39]"
"[39, 39, 39, 27, 27, 27, 27, 27]"
"[27, 27, 27, 27, 27, 27, 27]"
"[27, 27, 27, 27, 27, 27, 27, 37]"
"[37, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 31, 31, 31]"
"[31, 31, 31, 31, 31, 31, 31, 31]"
"[31, 31, 31, 31, 31, 31, 31]"
"[31, 31, 28, 28, 28, 28, 28]"
"[28, 28, 28, 28, 28, 28, 28, 28]"
"[28, 28, 28, 28, 28, 28, 36]"
"[36, 36, 36, 36, 36, 36, 36, 36]"
"[36, 36, 36, 36, 36, 36, 36]"
"[36, 36, 36, 36, 27, 27, 27, 27]"
"[27, 27, 27, 27, 27, 27, 27, 27, 27, 27]"
"[27, 27, 27, 27, 27, 27, 33, 33]"
"[33, 33, 33, 33, 33, 33, 33]"
"[33, 33, 33, 33, 33, 33, 33, 33]"
"[33, 33, 24, 24, 24, 24, 24]"
"[24, 24, 24, 24, 24, 24, 24, 24]"
"[24, 24, 24, 24, 24, 24, 24, 36]"
"[36, 36, 36, 36, 36, 36, 36]"
"[36, 36, 36, 36, 36, 36, 36, 36]"
"[36, 36, 36, 36, 26, 26, 26, 26]"
"[26, 26, 26, 26, 26, 26, 26]"
"[26, 26, 26, 26, 26, 26, 26, 26]"
"[35, 35, 35, 35, 35, 35, 35, 35]"
"[35, 35, 35, 35, 35, 35, 35, 35]"
"[35, 35, 35, 35, 34, 34, 34, 34]"
"[34, 34, 34, 34, 34, 34, 34, 34]"
"[34, 34, 34, 34, 34, 34, 34, 34]"
"[40, 40, 40, 40, 40, 40, 40]"
"[40, 40, 40, 40, 40, 40, 40, 40]"
"[40, 40, 40, 40, 40, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[38, 38, 38, 38, 38, 38, 38]"
"[38, 38, 38, 38, 38, 38, 38, 38]"
"[38, 38, 38, 38, 38, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 38, 38, 38, 38, 38, 38]"
"[38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 0, 0, 0, 0, 0]"
"[0, 0, 0, 0, 0, 0, 0]"
"[0, 0, 0, 0, 0, 0, 0]"
"[0, 21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 21, 21, 21, 21]"
"[21, 21, 21, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 31, 31, 31, 31, 31, 31]"
"[31, 31, 31, 31, 31, 31, 31]"
"[31, 31, 31, 31, 31, 31, 31]"
"[23, 23, 23, 23, 23, 23, 23, 23]"
"[23, 23, 23, 23, 23, 23, 23, 23]"
"[23, 23, 23, 31, 31, 31, 31]"
"[31, 31, 31, 31, 31, 31, 31, 31]"
"[31, 31, 31, 31, 31, 31, 31, 31]"
"[37, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 37, 28, 28]"
"[28, 28, 28, 28, 28, 28, 28, 28]"
"[28, 28, 28, 28, 28, 28, 28]"
"[28, 28, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 37, 37, 25]"
"[25, 25, 25, 25, 25, 25, 25, 25]"
"[25, 25, 25, 25, 25, 25, 25]"
"[25, 25, 25, 25, 35, 35, 35, 35]"
"[35, 35, 35, 35, 35, 35, 35]"
"[35, 35, 35, 35, 35, 35, 35, 35]"
"[30, 30, 30, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 30, 30, 30, 30, 30, 30, 30]"
"[30, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 37, 37, 37, 37]"
"[37, 37, 37, 37, 37, 32, 32, 32]"
"[32, 32, 32, 32, 32, 32, 32]"
"[32, 32, 32, 32, 32, 32, 32, 32]"
"[32, 32, 42, 42, 42, 42, 42, 42]"
"[42, 42, 42, 42, 27, 27, 27]"
