Inference Time,Transmission Time,Total Time,Inference Speed
2.723395824432373,0.005031108856201172,2.728426933288574,178.4911276377919
0.6124792098999023,2.3611268997192383,2.9736061096191406,61.20514731633725
1.12614107131958,0.3165128231048584,1.4426538944244385,207.25691806993603
0.4844520092010498,1.4383983612060547,1.9228503704071045,63.96753584833464
1.3696544170379639,2.9808359146118164,4.35049033164978,76.31323705852253
1.1236262321472168,2.208838701248169,3.3324649333953857,76.82001314839536
0.929171085357666,2.1649720668792725,3.0941431522369385,78.85866554803646
2.416623592376709,2.332045793533325,4.748669385910034,106.1349946777593
1.7189319133758545,2.9458465576171875,4.664778470993042,85.53460844520245
1.4053406715393066,2.9531807899475098,4.358521461486816,83.51455951666443
2.1133785247802734,1.1341195106506348,3.247498035430908,160.73912726193112
2.419947385787964,0.3277103900909424,2.7476577758789062,221.64332303181254
2.417280435562134,2.1612181663513184,4.578498601913452,119.68989130431953
1.4012179374694824,2.871137857437134,4.272355794906616,85.66702249759607
0.1888108253479004,2.5610363483428955,2.749847173690796,35.27468760011428
2.405977725982666,3.7843503952026367,6.190328121185303,87.71748271980584
1.3855109214782715,3.5648858547210693,4.950396776199341,68.07535137794171
2.147156000137329,2.6817095279693604,4.8288655281066895,118.45432362335234
1.7635176181793213,0.4272501468658447,2.190767765045166,188.0619235747729
2.427062511444092,4.131460905075073,6.558523416519165,91.94142670607906
0.3496098518371582,1.5279808044433594,1.8775906562805176,73.49844841759928
0.5448503494262695,2.214832067489624,2.7596824169158936,58.340046308635365
2.428586006164551,2.342400312423706,4.770986318588257,146.30098545462596
0.6806631088256836,2.1530909538269043,2.833754062652588,85.39908356530822
0.5203173160552979,1.1926584243774414,1.7129757404327393,86.98313495225507
0.6193737983703613,2.544006109237671,3.1633799076080322,61.642928037514125
1.6482336521148682,1.320061206817627,2.968294858932495,132.06235183150815
2.4364047050476074,2.1476359367370605,4.584040641784668,127.6166695965956
2.4006845951080322,2.327415943145752,4.728100538253784,114.84527361606077
1.1661527156829834,1.944929599761963,3.1110823154449463,106.39384189764212
